"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Mario Feliciano","Brewers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".247",".334",".581",".248","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa917954"
"Jeremy Hazelbaker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".283",".364",".647",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","9399"
"Jack Murphy","Marlins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".268",".272",".539",".241","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa502520"
"Malquin Canelo","Orioles","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".270",".306",".576",".249","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657479"
"Jason Martinson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".257",".326",".583",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548330"
"Edwin Espinal","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".298",".377",".676",".289","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa596971"
"Darrell Ceciliani","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".281",".365",".646",".277","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","9954"
"Kyle Kasser","Royals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".241",".282",".308",".589",".257","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006916"
"Mitch Roman","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".267",".286",".553",".243","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918259"
"Yasmany Tomas","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".275",".428",".704",".293","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","17171"
"Tyler Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".276",".384",".660",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","7244"
"Roberto Baldoquin","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".263",".293",".556",".243","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857538"
"Garrett Benge","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".280",".318",".598",".261","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875340"
"Derrik Gibson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".272",".301",".573",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa456041"
"Xavier Scruggs","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".294",".384",".679",".290","","77","0.0","0.0","","0.0","0.0","0.0","","999.0","7409"
"Steven Moya","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".265",".400",".664",".279","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","11854"
"Leonardo Reginatto","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".273",".301",".575",".251","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa504970"
"Hunter Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".286",".329",".615",".267","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa548556"
"Trace Loehr","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".261",".294",".555",".241","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829044"
"Jonah Arenado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".266",".337",".603",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738199"
"Jordan Betts","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".264",".335",".599",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827329"
"Mike Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".293",".311",".604",".265","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","13891"
"Edward Olivares","","2","7","6","1","0","0","0","1","1","0","1","0","0","0","",".236",".284",".362",".646",".276","","70","0.0","0.0","","-0.3","0.0","0.0","","999.0","sa832015"
"Chris Okey","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".255",".324",".578",".249","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738505"
"Jameson Fisher","White Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".279",".317",".596",".260","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658576"
"Logan Taylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".268",".330",".598",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa857838"
"Gregor Blanco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".291",".345",".636",".276","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","3123"
"Kole Cottam","Red Sox","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".256",".306",".562",".244","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006780"
"Mauricio Ramos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".263",".340",".603",".258","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597006"
"Bryce Brentz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".273",".385",".659",".280","","70","0.0","0.0","","0.0","0.0","0.0","","999.0","10607"
"Chris Heisey","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".272",".384",".656",".278","","69","0.0","0.0","","0.0","0.0","0.0","","999.0","3978"
"Jordan Devencenzi","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".255",".275",".530",".232","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875840"
"Henri Lartigue","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".187",".257",".305",".563",".246","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa918028"
"Kristopher Negron","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".282",".344",".626",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","5306"
"Carlos Beltran","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".289",".392",".681",".289","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","589"
"Harold Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".269",".331",".600",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455422"
"Vicente Conde","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".271",".292",".563",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827330"
"Nelson Molina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".267",".335",".602",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737886"
"Hendrik Clementina","Reds","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".245",".340",".585",".249","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa828422"
"Jake Adams","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".271",".388",".659",".278","","74","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003962"
"Robert Mullen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".245",".317",".562",".241","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa737644"
"Johnny Field","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".268",".373",".642",".272","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","15048"
"Michael Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".284",".335",".618",".267","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","7358"
"Luke Burch","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".284",".333",".618",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003950"
"Wilkin Castillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".274",".358",".633",".269","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","5124"
"Eric Stamets","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".286",".359",".646",".277","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","13795"
"Granden Goetzman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".269",".355",".624",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597785"
"Carlos Diaz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".266",".310",".576",".249","","50","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736959"
"A.J. Jimenez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".247",".316",".563",".242","","45","0.0","0.0","","-0.1","0.0","0.0","","999.0","7077"
"Donovan Casey","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".265",".354",".619",".264","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915654"
"Luis Alejandro Basabe","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".293",".304",".596",".262","","57","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa736924"
"Jonathan Reynoso","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".278",".340",".619",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa551309"
"Roy Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".264",".283",".547",".241","","44","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829030"
"Alberto Rosario","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".265",".297",".562",".243","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","7125"
"Hunter Feduccia","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".256",".288",".544",".238","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007872"
"C.J. McElroy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".281",".337",".618",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa597861"
"Wilson Soriano","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".276",".317",".593",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa506304"
"Blake Drake","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".272",".348",".620",".266","","61","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829329"
"Levi Hyams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".268",".334",".601",".258","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa578168"
"Jarrod Saltalamacchia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".177",".268",".310",".578",".254","","53","0.0","0.0","","-0.1","0.0","0.0","","999.0","5557"
"Erick Castillo","Cubs","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".259",".301",".560",".244","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658211"
"Willie Abreu","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".297",".388",".685",".292","","63","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738883"
"Rodolfo Duran","Phillies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".241",".335",".576",".245","","46","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa877500"
"Alberth Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".274",".349",".622",".267","","62","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa550588"
"Todd Cunningham","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".304",".321",".625",".276","","68","0.0","0.0","","0.0","0.0","0.0","","999.0","10822"
"Camden Duzenack","Diamondbacks","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".262",".326",".588",".253","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873988"
"Franklin Rollin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".282",".360",".642",".275","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa827951"
"Keith Curcio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".283",".332",".615",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829045"
"Raul Rivas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".267",".304",".571",".248","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa871433"
"Connor Justus","Angels","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".269",".269",".538",".241","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa873634"
"Michael Almanzar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".264",".336",".600",".257","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455994"
"Logan Landon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".275",".340",".614",".265","","60","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa875279"
"Shane Peterson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".277",".369",".645",".274","","67","0.0","0.0","","0.0","0.0","0.0","","999.0","7423"
"Diosbel Arias","Rangers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".284",".304",".589",".257","","47","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3005308"
"J.P. Sportman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".271",".351",".622",".265","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829450"
"Alejandro Garcia","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".276",".346",".622",".267","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa880808"
"John Valente","Tigers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".274",".311",".586",".253","","52","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006923"
"Mickey McDonald","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".276",".311",".587",".256","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004173"
"Tyler Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".255",".290",".546",".240","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829014"
"Matt Snyder","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".291",".385",".675",".287","","75","0.0","0.0","","0.0","0.0","0.0","","999.0","sa602687"
"Adam Moore","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".259",".307",".566",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","9362"
"Rhett Wiseman","Nationals","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".277",".365",".642",".272","","62","0.0","0.0","","0.0","0.0","0.0","","999.0","sa658608"
"Luis Marte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".257",".322",".579",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597106"
"Terrin Vavra","Rockies","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".295",".333",".629",".273","","51","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3007643"
"Aaron Hill","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".290",".329",".618",".270","","64","0.0","0.0","","0.0","0.0","0.0","","999.0","6104"
"Gabriel Maciel","Twins","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".282",".320",".603",".262","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa919532"
"Jeremy Vasquez","Mets","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".300",".349",".649",".281","","76","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915673"
"Carlos Penalver","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".265",".306",".572",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa596953"
"Tyler Collins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".284",".342",".626",".271","","65","0.0","0.0","","0.0","0.0","0.0","","999.0","12723"
"Matt Winn","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".182",".254",".294",".548",".239","","43","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa858059"
"Kevin Santa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".270",".296",".565",".247","","48","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3004252"
"Wes Rogers","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".280",".325",".605",".263","","59","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa658668"
"Marty Costes","Astros","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".266",".325",".590",".255","","58","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa3006783"
"Gabriel Quintana","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".247",".356",".604",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa548052"
"Rando Moreno","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".269",".298",".567",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa597695"
"Adam Law","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".277",".310",".587",".256","","55","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa738573"
"Jesse Hodges","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".264",".329",".593",".255","","54","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa739560"
"Justin Greene","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".283",".332",".615",".266","","61","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa455434"
"Osvaldo Abreu","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".264",".303",".567",".247","","49","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa657398"
"Jhonny Peralta","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".281",".356",".637",".273","","66","0.0","0.0","","0.0","0.0","0.0","","999.0","1738"
"Jake Peter","Dodgers","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".272",".304",".576",".253","","56","0.0","0.0","","-0.1","0.0","0.0","","999.0","sa829115"
